absence_id,employee_id,absence_type,plan_code,start_date,end_date,duration_days,applied_date,approved_by,approval_date,absence_status,reason,remarks,half_day_flag,attachment_provided,department,location
ABSMLWOS2H9U,EMP00423,Work From Home,SL-PLAN-02,,2022-06-27,-1,2022-06-14,EMP00036,2022-06-18,Cancelled,Medical Appointment,None,N,No,Product,Mumbai
ABSJMRELWHK8,EMP00312,Bereavement Leave,SL-PLAN-02,2023-10-23,2023-10-24,2,2023-09-29,EMP00030,2023-10-04,Rejected,Marriage,None,N,No,Marketing,New York
ABSVWGMRI96C,EMP00080,Compensatory Off,SL-PLAN-02,2022-05-25,2022-06-06,13,2022-04-29,EMP00050,2022-05-01,Pending,COVID-19,,N,Yes,Legal,London
ABS5CIUHOPPX,EMP00119,Work From Home,UL-PLAN-07,2022-10-31,2022-11-05,6,2022-10-07,EMP00008,2022-10-11,Approved,Marriage,Pre-planned,Y,N/A,Product,Singapore
ABS8OUA6LRJX,EMP00656,Annual Leave,ML-PLAN-04,2022-05-31,2022-06-07,8,2022-05-06,EMP00005,2022-05-11,Withdrawn,Child Care,Pre-planned,Y,Yes,Engineering,Sydney
ABS0KD8HVB3V,EMP00598,Unpaid Leave,UL-PLAN-07,2022-05-31,2022-06-13,14,2022-05-02,EMP00019,2022-05-06,Cancelled,Personal,None,Y,N/A,Finance,London
ABSXPQ8HQJOD,EMP00391,Casual Leave,CL-PLAN-03,2022-08-04,2022-08-16,13,2022-07-23,EMP00023,2022-07-24,Rejected,Other,,Y,Yes,Finance,Bengaluru
ABSKJ9FBV09T,EMP00231,Bereavement Leave,SL-PLAN-02,2024-10-04,2024-10-04,1,2024-09-22,EMP00037,2024-09-27,Cancelled,Medical,,N,Yes,Operations,Toronto
ABSRO0S2OUHH,EMP00051,Unpaid Leave,PL-PLAN-05,2023-05-12,2023-05-18,7,2023-05-07,EMP00045,2023-05-10,Withdrawn,Emergency,Recurring,Y,No,Engineering,Sydney
ABSZ675Q1BIW,EMP00382,Maternity Leave,ML-PLAN-04,2022-02-19,2022-03-03,13,2022-02-11,EMP00025,2022-02-14,Withdrawn,Personal,Pre-planned,Y,N/A,Engineering,Toronto
ABSKVY9M34BX,,UNKNOWN_TYPE_XYZ,CO-PLAN-06,2023-08-11,2023-08-08,7,2023-08-21,EMP00047,2023-08-09,Rejected,Medical,Recurring,Y,No,Human Resources,Sydney
ABSF1NGCI50W,EMP00614,Unpaid Leave,CO-PLAN-06,2023-02-09,2023-02-19,11,2023-02-06,EMP00026,2023-02-08,Pending,Medical,Recurring,Y,Yes,Legal,New York
ABSUSLVXBC39,EMP00604,Annual Leave,BL-PLAN-08,2025-02-28,2025-03-02,3,2025-02-13,EMP00008,2025-02-14,Approved,COVID-19,Urgent,N,Yes,Operations,Dubai
ABSEKUTUTAB7,EMP00249,Compensatory Off,CL-PLAN-03,2023-03-20,2023-04-01,13,2023-03-04,EMP00030,2023-03-08,Pending,COVID-19,Pre-planned,N,N/A,Human Resources,Dubai
ABSF51SIH4Y9,EMP00521,Unpaid Leave,UL-PLAN-07,2025-01-02,2025-01-10,9,2024-12-10,EMP00040,2024-12-15,Pending,Emergency,,N,No,Operations,Singapore
ABSGVYR2FV40,EMP00232,Casual Leave,ML-PLAN-04,2024-08-09,2024-08-15,0,2024-07-21,EMP00049,2024-07-25,Pending,Medical,,Y,Yes,Sales,Singapore
ABSA7DYKQPQN,EMP00738,Sick Leave,PL-PLAN-05,2022-07-25,2022-07-31,7,2022-07-17,EMP00016,2022-07-18,Cancelled,Personal,,Y,Yes,Operations,Sydney
ABS62Z6VM2TM,EMP00346,Work From Home,AL-PLAN-01,2023-12-04,2023-12-10,7,2023-11-16,EMP00018,2023-11-17,Cancelled,Emergency,Recurring,N,N/A,Engineering,Mumbai
ABSS593OG79W,EMP00583,Compensatory Off,CO-PLAN-06,2022-03-29,2022-04-05,8,2022-02-28,EMP00037,2022-03-03,Withdrawn,Marriage,Recurring,Y,N/A,Product,Toronto
ABS3IRD0UAY1,EMP00042,Work From Home,ML-PLAN-04,2023-01-09,2023-01-18,10,2022-12-24,EMP00018,2022-12-26,Rejected,Emergency,,N,Yes,Product,New York
ABSF2ABZ1J91,EMP00723,Sick Leave,UL-PLAN-07,,2022-04-27,6,2022-04-19,EMP00049,2022-04-22,Pending,COVID-19,Urgent,N,Yes,Operations,Mumbai
ABSF9X9F6UXA,EMP00319,Sick Leave,BL-PLAN-08,2024-12-30,2025-01-04,6,2024-12-21,EMP00008,2024-12-22,Approved,Medical Appointment,Pre-planned,N,Yes,Legal,Singapore
ABSOSVACU12B,EMP00416,Unpaid Leave,BL-PLAN-08,2024-07-02,2024-07-13,12,2024-06-02,EMP00001,2024-06-07,Pending,Emergency,,N,Yes,Operations,London
ABSAKOGBG6P6,EMP00138,Casual Leave,ML-PLAN-04,2023-11-16,2023-11-27,12,2023-10-23,EMP00009,2023-10-27,Cancelled,Family,,N,N/A,Human Resources,Dubai
ABS7KXKLM0EF,EMP00292,Unpaid Leave,ML-PLAN-04,2024-02-06,2024-02-11,6,2024-01-28,EMP00041,2024-02-02,Rejected,Vacation,Pre-planned,N,No,Operations,Dubai
ABSWSUW8IHOZ,EMP00289,Annual Leave,SL-PLAN-02,2024-02-17,2024-02-23,15,2024-02-11,EMP00037,2024-02-15,Pending,Other,,N,Yes,Product,Mumbai
ABSURTV27KDP,EMP00734,Annual Leave,SL-PLAN-02,2024-05-26,2024-05-31,6,2024-05-11,EMP00046,2024-05-12,Approved,Family,,N,No,Operations,Singapore
ABSH158PS345,EMP00669,Work From Home,AL-PLAN-01,2025-02-13,2025-02-22,10,2025-01-22,EMP00044,2025-01-27,Rejected,Other,Recurring,N,Yes,Finance,Sydney
ABSLR0YDKN2I,EMP00088,Sick Leave,UL-PLAN-07,2022-10-19,2022-10-19,1,2022-10-04,EMP00011,2022-10-08,Approved,COVID-19,Urgent,N,No,Sales,Singapore
ABSXH23OTVIM,EMP00013,Sick Leave,PL-PLAN-05,2023-08-08,2023-08-08,1,2023-07-26,EMP00043,2023-07-28,Pending,COVID-19,None,N,N/A,Finance,Bengaluru
ABSPREO81VM1,EMP00512,Annual Leave,AL-PLAN-01,2024-05-07,2024-05-04,9,2024-05-01,EMP00011,2024-05-05,Cancelled,Emergency,Pre-planned,Y,Yes,Marketing,New York
ABSABVYZ0B3E,EMP00125,Compensatory Off,SL-PLAN-02,2024-08-12,2024-08-18,7,2024-07-30,EMP00050,2024-08-03,Pending,Family,,N,No,Finance,Dubai
ABSYDJV36G5Q,EMP00404,Sick Leave,BL-PLAN-08,2022-11-09,2022-11-09,1,2022-10-31,EMP00013,2022-11-01,Pending,Vacation,Urgent,N,Yes,Sales,Dubai
ABS7MSYSGTZ6,EMP00672,Annual Leave,UL-PLAN-07,2022-12-29,2023-01-02,5,2022-12-17,EMP00007,2022-12-20,Pending,Personal,Urgent,N,No,Engineering,Bengaluru
ABS1HMCL54TX,EMP00546,Maternity Leave,SL-PLAN-02,2022-02-26,2022-03-01,4,2022-02-05,EMP00003,2022-02-06,Pending,Medical Appointment,Pre-planned,N,Yes,Engineering,Bengaluru
ABSN0A1OVXPD,,Sick Leave,SL-PLAN-02,2022-08-20,2022-08-30,11,2022-08-08,EMP00025,2022-08-11,Withdrawn,Marriage,,N,Yes,Marketing,Bengaluru
ABS1DQLKE2DY,EMP00620,Casual Leave,SL-PLAN-02,2022-02-05,2022-02-10,6,2022-02-03,EMP00010,2022-02-06,Cancelled,Emergency,Urgent,N,N/A,Sales,Bengaluru
ABS3RSSH6FNR,EMP00477,Bereavement Leave,UL-PLAN-07,2023-04-03,2023-04-15,13,2023-03-14,EMP00011,2023-03-16,Cancelled,Medical Appointment,,N,Yes,Product,Mumbai
ABSRWNPP49YO,EMP00522,Maternity Leave,UL-PLAN-07,2025-02-22,2025-03-05,12,2025-02-19,EMP00018,2025-02-22,Cancelled,Medical Appointment,,N,Yes,Operations,New York
ABSJ2AS2N7BW,EMP00336,Maternity Leave,CO-PLAN-06,2024-05-27,2024-05-31,5,2024-05-20,EMP00010,2024-05-24,Withdrawn,Other,Pre-planned,N,Yes,Finance,London
ABSFONTJB9UA,EMP00164,UNKNOWN_TYPE_XYZ,BL-PLAN-08,,2022-05-03,-1,2022-04-06,EMP00010,2022-04-09,UNKNOWN,Vacation,,N,Yes,Finance,Dubai
ABS8C9QOFUAN,EMP00065,Compensatory Off,CL-PLAN-03,2024-01-14,2024-01-17,4,2023-12-24,EMP00046,2023-12-29,Pending,Child Care,None,Y,No,Engineering,Mumbai
ABSYVDIX7LJ2,EMP00285,Unpaid Leave,SL-PLAN-02,2023-12-28,2023-12-30,3,2023-12-22,EMP00006,2023-12-27,Rejected,Family,Urgent,N,N/A,Human Resources,Bengaluru
ABS00EL98C6O,EMP00156,Bereavement Leave,SL-PLAN-02,2023-08-12,2023-08-17,6,2023-07-21,EMP00026,2023-07-24,Approved,Medical,Pre-planned,Y,N/A,Human Resources,Singapore
ABS3XUVNDCNR,EMP00215,Unpaid Leave,BL-PLAN-08,2025-03-05,2025-03-11,7,2025-02-13,EMP00050,2025-02-14,Approved,Vacation,Urgent,N,N/A,Operations,Sydney
ABSTCF5GI3LZ,EMP00518,Unpaid Leave,CO-PLAN-06,2025-01-24,2025-01-29,6,2025-01-13,EMP00005,2025-01-18,Approved,Medical Appointment,,N,N/A,Operations,New York
ABSSH2CHSACV,EMP00091,Casual Leave,PL-PLAN-05,2024-10-14,2024-10-25,12,2024-10-02,EMP00050,2024-10-05,Rejected,Marriage,,N,No,Operations,Dubai
ABSA1353TZKE,EMP00269,Compensatory Off,CL-PLAN-03,2023-01-12,2023-01-14,3,2022-12-29,EMP00027,2023-01-01,Withdrawn,Marriage,Recurring,N,Yes,Marketing,Mumbai
ABSJLFN7RJIH,EMP00072,Compensatory Off,AL-PLAN-01,2024-01-29,2024-02-07,10,2024-01-11,EMP00013,2024-01-16,Withdrawn,Travel,Urgent,N,Yes,Engineering,Sydney
ABS8G4G8F533,EMP00699,Compensatory Off,BL-PLAN-08,2024-09-24,2024-09-28,5,2024-09-15,EMP00007,2024-09-19,Rejected,Travel,,N,Yes,Marketing,Singapore
ABSHR7421NFQ,EMP00561,Unpaid Leave,CO-PLAN-06,2023-01-12,2023-01-09,0,2023-01-11,EMP00006,2023-01-16,Rejected,Child Care,,N,Yes,Operations,Dubai
ABS1ICH5CPLR,EMP00578,Compensatory Off,SL-PLAN-02,2023-10-12,2023-10-25,14,2023-09-20,EMP00003,2023-09-21,Approved,Emergency,Urgent,Y,Yes,Finance,Mumbai
ABSLKY31HXST,EMP00593,Sick Leave,BL-PLAN-08,2024-06-06,2024-06-11,6,2024-05-18,EMP00001,2024-05-22,Approved,Medical,,Y,N/A,Human Resources,London
ABSDU9CBZLNH,EMP00522,Casual Leave,ML-PLAN-04,2022-11-19,2022-11-25,7,2022-11-15,EMP00038,2022-11-19,Approved,Emergency,None,N,N/A,Legal,London
ABSY1YRSVIOE,EMP00135,Casual Leave,PL-PLAN-05,2022-10-08,2022-10-20,13,2022-09-28,EMP00010,2022-09-30,Rejected,Travel,,N,Yes,Finance,New York
ABSWF7I2N878,EMP00473,Casual Leave,ML-PLAN-04,2022-05-14,2022-05-15,11,2022-05-01,EMP00046,2022-05-02,Pending,Family,,N,N/A,Operations,Singapore
ABSHBW1N3NAV,EMP00257,Unpaid Leave,CO-PLAN-06,2023-06-02,2023-06-13,12,2023-05-09,EMP00016,2023-05-14,Rejected,Family,Recurring,N,No,Product,Dubai
ABSMRKNESM2K,EMP00350,Casual Leave,PL-PLAN-05,2022-01-01,2022-01-13,13,2021-12-03,EMP00008,2021-12-07,Rejected,Marriage,,N,Yes,Product,Mumbai
ABSCLLVS9JF4,EMP00147,Annual Leave,PL-PLAN-05,2022-07-22,2022-07-28,7,2022-07-14,EMP00030,2022-07-18,Approved,Medical Appointment,Pre-planned,N,Yes,Marketing,London
ABSUYS551FMX,EMP00279,Casual Leave,SL-PLAN-02,2023-01-26,2023-01-28,3,2023-01-03,EMP00027,2023-01-06,Cancelled,Travel,,N,Yes,Engineering,Toronto
ABSXZ61KAZ4U,,Maternity Leave,CL-PLAN-03,,2022-01-06,13,2022-01-19,EMP00011,2022-01-07,Rejected,Travel,,N,Yes,Product,Dubai
ABS62DIM6HAM,EMP00283,Work From Home,CL-PLAN-03,2022-11-14,2022-11-14,1,2022-11-05,EMP00014,2022-11-08,Pending,Family,Recurring,Y,Yes,Sales,Sydney
ABSARD103C89,EMP00443,Compensatory Off,PL-PLAN-05,2024-05-02,2024-05-12,11,2024-04-19,EMP00026,2024-04-23,Withdrawn,Medical,,N,N/A,Human Resources,Toronto
ABSHSZ9UWCP8,EMP00418,Annual Leave,BL-PLAN-08,2022-05-01,2022-05-11,11,2022-04-10,EMP00030,2022-04-14,Rejected,Emergency,,N,Yes,Engineering,London
ABSV94FLZTD4,EMP00637,Unpaid Leave,ML-PLAN-04,2022-10-16,2022-10-26,11,2022-09-22,EMP00050,2022-09-27,Approved,Medical Appointment,Pre-planned,Y,No,Finance,Sydney
ABSHR7Z1S4M5,EMP00711,Bereavement Leave,CO-PLAN-06,2022-08-13,2022-08-24,12,2022-08-05,EMP00020,2022-08-06,Pending,Emergency,,N,Yes,Marketing,New York
ABS6SA8XVZDK,EMP00546,Annual Leave,SL-PLAN-02,2024-03-01,2024-03-11,11,2024-02-01,EMP00008,2024-02-05,Withdrawn,Family,,N,N/A,Sales,Toronto
ABS3TR4FKIL9,EMP00198,Compensatory Off,UL-PLAN-07,2023-06-30,2023-07-07,8,2023-06-27,EMP00001,2023-07-02,Pending,COVID-19,Urgent,N,N/A,Finance,Mumbai
ABSCSSHIZ8XE,EMP00323,Maternity Leave,CO-PLAN-06,2024-07-06,2024-07-17,12,2024-07-01,EMP00027,2024-07-05,Approved,Marriage,,Y,Yes,Product,New York
ABSHCN913EL3,EMP00477,Casual Leave,CO-PLAN-06,2024-06-24,2024-07-04,11,2024-06-19,EMP00023,2024-06-20,Pending,Travel,Urgent,N,Yes,Finance,Toronto
ABSOFELLA26N,EMP00698,UNKNOWN_TYPE_XYZ,PL-PLAN-05,2023-08-09,2023-08-06,14,2023-07-19,EMP00028,2023-07-24,Approved,Medical,Urgent,N,N/A,Marketing,Singapore
ABS46SGTPO6G,EMP00312,Annual Leave,CL-PLAN-03,2024-01-20,2024-01-23,4,2024-01-02,EMP00018,2024-01-05,Cancelled,Medical Appointment,Recurring,N,Yes,Engineering,Mumbai
ABSE0QLLKO3D,EMP00255,Sick Leave,AL-PLAN-01,2023-03-09,2023-03-21,13,2023-02-10,EMP00032,2023-02-12,Cancelled,Personal,Pre-planned,N,Yes,Product,New York
ABSOQZCMMS6V,EMP00086,Maternity Leave,UL-PLAN-07,2024-01-25,2024-01-28,4,2024-01-14,EMP00021,2024-01-18,Approved,Vacation,Pre-planned,N,N/A,Product,Sydney
ABSCD8X9NRNH,EMP00481,Maternity Leave,CL-PLAN-03,2022-02-21,2022-03-01,9,2022-02-18,EMP00042,2022-02-21,Rejected,Child Care,Urgent,N,Yes,Human Resources,Sydney
ABSEMD4G3Z34,EMP00221,Sick Leave,PL-PLAN-05,2023-02-26,2023-03-06,9,2023-01-29,EMP00006,2023-01-31,Cancelled,Child Care,,Y,No,Sales,Bengaluru
ABS1P7MQRN3S,EMP00704,Unpaid Leave,CO-PLAN-06,2022-03-03,2022-03-16,14,2022-02-01,EMP00016,2022-02-05,Cancelled,Other,None,N,No,Engineering,Toronto
ABSWPYUKNFST,EMP00210,Work From Home,AL-PLAN-01,2025-01-11,2025-01-23,13,2024-12-15,EMP00014,2024-12-20,Pending,Other,None,N,Yes,Product,Toronto
ABSNLYCNHGX0,EMP00500,Casual Leave,CL-PLAN-03,2023-05-03,2023-05-10,8,2023-04-16,EMP00050,2023-04-20,Approved,Personal,,Y,Yes,Product,Mumbai
ABSZ2WZ6193I,EMP00169,Bereavement Leave,CO-PLAN-06,2022-04-30,2022-05-10,11,2022-04-27,EMP00046,2022-04-28,Cancelled,COVID-19,,N,N/A,Legal,London
ABSFLS37PHI3,EMP00413,Unpaid Leave,AL-PLAN-01,,2024-04-13,-1,2024-03-30,EMP00047,2024-03-31,Withdrawn,Marriage,,Y,No,Finance,Dubai
ABSGTKMM7BPQ,EMP00415,Unpaid Leave,SL-PLAN-02,2022-03-07,2022-03-10,4,2022-02-22,EMP00035,2022-02-27,Cancelled,Marriage,Recurring,Y,Yes,Human Resources,New York
ABSF7KQDAO6D,EMP00083,Maternity Leave,ML-PLAN-04,2023-06-05,2023-06-14,10,2023-05-15,EMP00032,2023-05-20,Pending,COVID-19,,N,N/A,Operations,Toronto
ABSZ3TTJ0AC4,EMP00444,Bereavement Leave,PL-PLAN-05,2024-01-06,2024-01-06,1,2023-12-07,EMP00035,2023-12-12,Withdrawn,Personal,None,N,Yes,Operations,Sydney
ABSY758H8A8R,EMP00699,Unpaid Leave,PL-PLAN-05,2023-06-23,2023-07-04,12,2023-05-26,EMP00004,2023-05-31,Approved,Medical Appointment,Pre-planned,N,No,Legal,Bengaluru
ABSP8B06R2NJ,,Maternity Leave,CL-PLAN-03,2024-08-22,2024-08-31,0,2024-07-24,EMP00021,2024-07-28,Pending,COVID-19,None,N,N/A,Operations,Dubai
ABS1VVVH8ZP7,EMP00459,Annual Leave,CO-PLAN-06,2024-09-21,2024-09-26,6,2024-09-15,EMP00005,2024-09-20,Approved,Child Care,Urgent,N,N/A,Operations,Toronto
ABS7V78SA4Z7,EMP00654,Annual Leave,UL-PLAN-07,2024-10-11,2024-10-14,4,2024-09-27,EMP00004,2024-09-30,Withdrawn,Personal,None,N,Yes,Product,Mumbai
ABSQ67M4ANLH,EMP00517,Work From Home,BL-PLAN-08,2022-08-26,2022-08-26,1,2022-08-23,EMP00004,2022-08-24,Withdrawn,Vacation,Pre-planned,N,N/A,Human Resources,Toronto
ABS8I6LSUOER,EMP00345,Work From Home,ML-PLAN-04,2024-02-09,2024-02-09,1,2024-01-10,EMP00033,2024-01-15,Withdrawn,Personal,Recurring,Y,Yes,Finance,Mumbai
ABSK3AMU59QF,EMP00221,Unpaid Leave,ML-PLAN-04,2024-11-13,2024-11-10,3,2024-10-15,EMP00035,2024-10-17,Approved,Emergency,,Y,No,Operations,Mumbai
ABSHSK55CTA2,EMP00194,Compensatory Off,BL-PLAN-08,2022-11-13,2022-11-22,10,2022-11-12,EMP00023,2022-11-16,Approved,Family,None,Y,Yes,Product,Bengaluru
ABS2L0RWORAG,EMP00243,Bereavement Leave,UL-PLAN-07,2022-11-30,2022-12-12,13,2022-11-16,EMP00003,2022-11-19,Withdrawn,Marriage,Recurring,N,N/A,Human Resources,Singapore
ABS2AEQRLCH7,EMP00014,Casual Leave,SL-PLAN-02,2025-02-26,2025-03-07,10,2025-02-08,EMP00022,2025-02-11,Withdrawn,Emergency,Urgent,N,Yes,Sales,Bengaluru
ABSWDUTL12HH,EMP00482,Bereavement Leave,CL-PLAN-03,2024-03-30,2024-04-08,10,2024-03-28,EMP00007,2024-03-31,Pending,Medical,,N,Yes,Marketing,Sydney
ABS8O8076Z2W,EMP00776,Annual Leave,AL-PLAN-01,2022-12-13,2022-12-25,13,2022-11-26,EMP00007,2022-11-27,Rejected,Personal,None,N,No,Marketing,Mumbai
ABSFYPSVNSIB,EMP00438,Unpaid Leave,UL-PLAN-07,2022-01-10,2022-01-21,12,2021-12-22,EMP00039,2021-12-26,Rejected,Travel,Recurring,N,N/A,Sales,Dubai
ABS34JE6OH67,EMP00733,Work From Home,ML-PLAN-04,2023-01-22,2023-01-26,5,2023-01-13,EMP00006,2023-01-16,Approved,Medical,Pre-planned,N,Yes,Legal,London
ABS9OW9WF4VC,EMP00222,Work From Home,CO-PLAN-06,2023-06-22,2023-06-26,5,2023-06-11,EMP00033,2023-06-14,Pending,Family,,N,Yes,Engineering,Singapore
ABSTWIFU90OJ,EMP00522,Maternity Leave,SL-PLAN-02,2023-05-06,2023-05-14,9,2023-04-28,EMP00040,2023-04-29,Pending,Vacation,Recurring,N,Yes,Operations,London
ABSA33J5KR13,EMP00004,UNKNOWN_TYPE_XYZ,ML-PLAN-04,,2023-01-14,20,2023-01-14,EMP00046,2023-01-15,UNKNOWN,Child Care,Urgent,N,Yes,Engineering,New York
ABST8HVGDEV7,EMP00504,Maternity Leave,UL-PLAN-07,2022-11-03,2022-11-03,1,2022-10-23,EMP00010,2022-10-24,Cancelled,Travel,Urgent,N,Yes,Marketing,Sydney
ABS17DVKE9LP,EMP00543,Bereavement Leave,UL-PLAN-07,2022-02-24,2022-03-03,8,2022-02-05,EMP00037,2022-02-07,Pending,Medical Appointment,,N,Yes,Human Resources,Toronto
ABS7G2I4U0C8,EMP00559,Maternity Leave,SL-PLAN-02,2023-01-05,2023-01-17,13,2022-12-14,EMP00050,2022-12-18,Withdrawn,Other,Pre-planned,N,Yes,Finance,New York
ABSFYMQ04JYW,EMP00748,Bereavement Leave,BL-PLAN-08,2024-12-19,2024-12-29,11,2024-11-30,EMP00018,2024-12-05,Rejected,Personal,,N,Yes,Marketing,New York
ABSE2XZXIPO7,EMP00380,Unpaid Leave,SL-PLAN-02,2023-08-23,2023-08-27,5,2023-08-07,EMP00049,2023-08-12,Withdrawn,Medical Appointment,Pre-planned,N,Yes,Legal,Sydney
ABSH2NZ80RIR,EMP00019,Compensatory Off,CL-PLAN-03,2024-07-04,2024-07-12,9,2024-06-22,EMP00011,2024-06-23,Rejected,Medical Appointment,,N,Yes,Sales,New York
ABSN1ROXVY99,EMP00661,Sick Leave,AL-PLAN-01,2022-12-23,2023-01-01,10,2022-12-10,EMP00045,2022-12-13,Withdrawn,Medical Appointment,,N,Yes,Sales,Mumbai
ABSIHX9I6VPN,EMP00155,Annual Leave,BL-PLAN-08,2024-11-10,2024-11-14,5,2024-10-19,EMP00016,2024-10-21,Approved,Family,,N,Yes,Finance,London
ABSMDCM93VWR,EMP00108,Casual Leave,AL-PLAN-01,2024-02-02,2024-02-07,6,2024-01-07,EMP00021,2024-01-09,Withdrawn,Marriage,Urgent,N,Yes,Sales,New York
ABSQDRW76U7W,,Work From Home,CO-PLAN-06,2023-03-11,2023-03-08,10,2023-03-21,EMP00030,2023-02-20,Approved,COVID-19,None,N,No,Finance,Sydney
ABS4Z4QUXRGY,EMP00301,Maternity Leave,ML-PLAN-04,2023-04-07,2023-04-18,12,2023-03-10,EMP00016,2023-03-11,Withdrawn,Medical Appointment,None,N,Yes,Sales,London
ABS2P00JGLPU,EMP00074,Sick Leave,SL-PLAN-02,2023-10-12,2023-10-19,8,2023-09-26,EMP00045,2023-09-30,Withdrawn,Travel,Urgent,N,Yes,Marketing,Singapore
ABSP20G99RH4,EMP00040,Bereavement Leave,PL-PLAN-05,2022-01-19,2022-01-21,3,2021-12-29,EMP00049,2022-01-02,Approved,Other,,N,No,Finance,Sydney
ABSEW4CU4AJP,EMP00586,Compensatory Off,ML-PLAN-04,2024-10-11,2024-10-23,13,2024-09-12,EMP00017,2024-09-14,Pending,Travel,Pre-planned,Y,Yes,Finance,Dubai
ABSH9XA9A4Y7,EMP00751,Compensatory Off,UL-PLAN-07,2025-02-21,2025-02-25,15,2025-02-06,EMP00025,2025-02-09,Cancelled,Marriage,None,N,Yes,Human Resources,Singapore
ABSPL87ZWRB6,EMP00050,Compensatory Off,UL-PLAN-07,2024-02-26,2024-03-09,13,2024-02-04,EMP00044,2024-02-09,Pending,Medical Appointment,,N,No,Legal,Sydney
ABSMR3MYAGRR,EMP00121,Unpaid Leave,UL-PLAN-07,2023-10-19,2023-10-28,10,2023-09-24,EMP00004,2023-09-28,Rejected,Medical Appointment,,N,No,Marketing,Bengaluru
ABS49LN5BCI1,EMP00716,Compensatory Off,CO-PLAN-06,2022-01-18,2022-01-26,9,2021-12-24,EMP00033,2021-12-25,Withdrawn,Travel,None,Y,N/A,Product,Singapore
ABS29C7ZDQ1E,EMP00767,Work From Home,CO-PLAN-06,2025-03-01,2025-03-05,5,2025-02-23,EMP00022,2025-02-24,Withdrawn,Marriage,Urgent,Y,Yes,Legal,Dubai
ABSAECDW42I0,EMP00290,Compensatory Off,ML-PLAN-04,,2023-01-14,-1,2023-01-05,EMP00027,2023-01-10,Rejected,Medical Appointment,Pre-planned,N,Yes,Human Resources,Mumbai
ABSA97VQOM00,EMP00248,Bereavement Leave,PL-PLAN-05,2022-10-08,2022-10-13,6,2022-09-18,EMP00023,2022-09-22,Cancelled,Family,,N,N/A,Product,New York
ABS61BJ5H7ZG,EMP00456,Casual Leave,AL-PLAN-01,2023-09-24,2023-10-02,9,2023-08-30,EMP00039,2023-09-03,Cancelled,Emergency,,Y,No,Finance,New York
ABSGVXECG1JA,EMP00053,Sick Leave,ML-PLAN-04,2025-01-26,2025-02-06,12,2025-01-23,EMP00022,2025-01-26,Approved,Other,Pre-planned,N,No,Sales,Bengaluru
ABSG3W1GN0P0,EMP00204,Unpaid Leave,ML-PLAN-04,2024-09-02,2024-09-13,12,2024-08-07,EMP00011,2024-08-11,Approved,Medical Appointment,Pre-planned,N,N/A,Legal,New York
ABSCL6EB4ZEJ,EMP00767,Work From Home,AL-PLAN-01,2024-07-27,2024-07-29,3,2024-07-25,EMP00043,2024-07-28,Cancelled,Travel,,N,No,Operations,Dubai
ABSSOLR9SBW5,EMP00676,Work From Home,SL-PLAN-02,2022-06-17,2022-06-30,14,2022-05-28,EMP00010,2022-05-30,Pending,Medical Appointment,,Y,Yes,Legal,Toronto
ABSN7D5AALD5,EMP00345,Bereavement Leave,CO-PLAN-06,2022-10-31,2022-11-11,12,2022-10-05,EMP00028,2022-10-07,Approved,Family,Urgent,N,No,Sales,Mumbai
ABSVZ06ZAXH4,EMP00472,Bereavement Leave,UL-PLAN-07,2022-08-01,2022-08-03,3,2022-07-22,EMP00012,2022-07-23,Rejected,Vacation,,N,No,Human Resources,London
ABSRCJS3UUCU,EMP00173,Annual Leave,BL-PLAN-08,2023-03-09,2023-03-20,12,2023-02-27,EMP00021,2023-03-04,Approved,Personal,Urgent,N,Yes,Legal,New York
ABSPJWLRCCQJ,EMP00233,UNKNOWN_TYPE_XYZ,CL-PLAN-03,2023-09-07,2023-09-04,13,2023-09-03,EMP00015,2023-09-06,Pending,Family,Urgent,N,N/A,Marketing,Mumbai
ABSPMH5QFAJP,EMP00549,Casual Leave,UL-PLAN-07,2024-10-13,2024-10-13,1,2024-09-16,EMP00023,2024-09-21,Cancelled,Family,,N,No,Operations,London
ABSECM1DGH13,EMP00773,Casual Leave,AL-PLAN-01,2022-03-27,2022-04-04,9,2022-03-15,EMP00013,2022-03-19,Cancelled,Medical,Urgent,Y,Yes,Marketing,New York
ABSO9Y4LP6I4,EMP00397,Annual Leave,UL-PLAN-07,2024-03-10,2024-03-12,3,2024-03-09,EMP00030,2024-03-11,Approved,Emergency,,Y,No,Marketing,London
ABSXAJR6GQYX,EMP00560,Unpaid Leave,BL-PLAN-08,2023-03-21,2023-03-29,9,2023-02-27,EMP00050,2023-03-04,Approved,Other,,N,Yes,Product,Dubai
ABS0ALW9KJYT,,Work From Home,PL-PLAN-05,2023-02-10,2023-02-18,9,2023-01-16,EMP00048,2023-01-17,Rejected,Travel,Urgent,Y,N/A,Operations,Bengaluru
ABS16UZBVI9R,EMP00151,Unpaid Leave,UL-PLAN-07,2023-05-30,2023-06-01,3,2023-05-23,EMP00005,2023-05-25,Pending,Medical,Pre-planned,N,Yes,Human Resources,Singapore
ABS3ZC0OCYM9,EMP00774,Annual Leave,UL-PLAN-07,2022-11-26,2022-11-26,1,2022-11-11,EMP00004,2022-11-13,Rejected,COVID-19,Pre-planned,Y,Yes,Finance,Sydney
